shipment number,tndr_carrier_cd,tndr_first_tender_fg,tndr_carrier_type_cd
71948332,EZXA,Y,P
71962531,LLZY,Y,P
71964204,QSJV,Y,P
71962766,JMAI,Y,P
71946284,ODSX,Y,P
71945712,BHHL,N,B
71955890,LROI,N,P
71954956,GMDR,N,P
71960407,YFVO,Y,N
71961860,UQIN,Y,P
71963100,YFVO,Y,P
71949040,STVJ,Y,P
71953737,URXX,N,P
71955758,VXJD,Y,P
71957749,UAFL,Y,P
71949043,STVJ,N,P
71945939,LLZY,Y,P
71945942,GMDR,Y,P
71945847,LROI,Y,P
71957330,NBNP,Y,P
71954479,LROI,Y,P
71964193,STVJ,Y,P
71952100,NEPH,N,P
71952313,ODSX,Y,P
71956365,VOMK,Y,P
71962608,URXX,N,P
71950133,UAFL,Y,P
71952294,LROI,Y,P
71958118,UAFL,Y,P
71947496,AENM,Y,P
71955558,DNNR,Y,P
71963571,URXX,N,P
71954793,OPVP,Y,P
71961566,LROI,Y,P
71961721,FIKA,Y,P
71952961,EZXA,Y,P
71965778,OPVP,Y,P
71955381,OBEX,Y,P
71947041,QXWP,Y,P
71964405,NEPH,Y,P
71965516,QXWP,Y,P
71958135,DNNR,Y,P
71956399,LROI,Y,P
71947785,NBNP,N,P
71955567,HJIK,Y,P
71947044,QXWP,Y,P
71964870,FLSZ,Y,N
71961508,SGZW,Y,P
71959976,SGZW,Y,P
71957082,ZPEC,Y,P
71959246,FLSZ,Y,P
71959580,LROI,Y,P
71958086,BPNK,Y,P
71959680,GMDR,N,P
71952253,FLSZ,Y,P
71956067,ODSX,Y,P
71949487,EZXA,Y,P
71946269,HJIK,N,P
71949900,WTJW,Y,P
71954566,GMDR,Y,N
71956559,OUHI,Y,P
71961655,SGZW,Y,P
71951857,ODSX,Y,P
71960383,LROI,Y,P
71958282,URXX,Y,P
71952619,WREC,Y,P
71958178,QNRK,Y,P
71960332,WREC,Y,P
71960510,ODSX,Y,P
71965511,YFVO,Y,N
71948518,WREC,Y,P
71948909,RLOS,Y,N
71964648,SGZW,Y,P
71960280,UAFL,Y,P
71959071,GMDR,Y,P
71951130,QXWP,N,P
71960886,JMAI,Y,N
71946859,QXWP,N,P
71953529,DNNR,Y,P
71959546,URXX,Y,P
71954268,URXX,Y,P
71951927,LROI,Y,P
71956579,ODSX,Y,P
71952220,GXAJ,Y,P
71958539,TJIS,Y,P
71955829,TJIS,Y,P
71955834,TJIS,Y,P
71965458,TJIS,Y,P
71956736,TJIS,Y,P
71962931,TJIS,Y,P
71946962,BPNK,Y,P
71948506,QXWP,Y,P
71961945,RLOS,N,P
71948366,LPUO,Y,P
71958301,RLOS,Y,P
71954299,RTQT,Y,P
71954372,SGZW,N,P
71956681,LROI,Y,P
71947144,NEPH,Y,P
71962285,VXJD,Y,P
71952766,BUXU,Y,N
71961126,TJIS,Y,P
71964765,RLOS,Y,P
71948945,OFCN,N,P
71955016,LPUO,Y,P
71956640,LROI,Y,P
71959890,KMYV,Y,P
71956599,KMYV,Y,P
71957220,LROI,Y,P
71962290,LROI,Y,P
71956591,KMYV,Y,P
71950551,UQIN,Y,P
71955108,VOMK,Y,P
71965145,GXAJ,Y,P
71958974,VOMK,Y,P
71949184,VXJD,Y,P
71945263,TJIS,Y,P
71950111,VOMK,Y,P
71956206,TJIS,Y,P
71957631,TJIS,Y,P
71953704,TFTZ,N,P
71950558,VXJD,Y,P
71961363,ZRUH,N,P
71955998,VXJD,Y,P
71947116,VQVH,Y,P
71947119,YQCC,Y,P
71950458,RLOS,Y,P
71949854,ZRUH,Y,P
71961697,UAFL,Y,P
71948999,DNNR,N,P
71948592,NBNP,Y,N
71959356,ZPEC,Y,N
71952448,LROI,Y,P
71963403,FLSZ,Y,P
71956927,GMDR,N,P
71965684,TJIS,Y,P
71956219,KIPZ,Y,P
71946306,EZXA,Y,P
71953365,TJIS,Y,P
71964633,FCFB,Y,P
71953409,TJIS,Y,P
71960695,TJIS,Y,P
71950112,KIPZ,Y,P
71958442,CHRE,Y,P
71953318,QGHE,Y,P
71960853,TJIS,Y,P
71961382,LROI,Y,P
71956794,LROI,Y,P
71952094,EPUG,Y,P
71953457,UVJX,Y,P
71955336,EPUG,Y,P
71950922,FCFB,Y,P
71961924,RTQT,Y,P
71958772,FCFB,Y,P
71951542,OBEX,Y,P
71952189,GMDR,Y,P
71961949,GXAJ,Y,P
71963903,UVJX,Y,P
71965289,UVJX,Y,P
71965290,UVJX,Y,P
71947499,UVJX,Y,P
71953476,UVJX,Y,P
71958001,URXX,Y,P
71945478,YQCC,Y,P
71950052,UAFL,Y,P
71955590,LPUO,Y,P
71941777,RLOS,Y,P
71956803,RTQT,Y,P
71948195,RTQT,Y,P
71953504,WCLE,Y,P
71961839,UVJX,Y,P
71960006,FLSZ,Y,P
71963791,GMDR,N,P
71963640,NUXY,Y,N
71948355,LLZY,Y,P
71953897,TJIS,Y,P
71957532,NBNP,Y,P
71946052,VQVH,Y,P
71963614,ODSX,Y,P
71956364,VOMK,Y,P
71952479,ODSX,Y,P
71951813,NUXY,Y,N
71946818,FLSZ,Y,P
71946634,LPUO,Y,P
71945833,HEPF,Y,P
71956639,LLZY,Y,P
71960837,LPUO,Y,P
71950683,GMDR,Y,P
71945677,UAFL,Y,P
71946718,VOMK,Y,P
71951077,VOMK,Y,P
71950589,BHHL,Y,N
71956257,HZWD,Y,P
71949979,GMDR,Y,P
71962530,LLZY,Y,P
71947346,LPUO,Y,P
71955237,LROI,Y,P
71954069,SGZW,N,B
71956046,TJIS,Y,P
71953808,GMDR,Y,P
71950665,HJIK,Y,P
71960560,EZXA,Y,P
71946016,AENM,Y,P
71962612,VXJD,Y,P
71961904,UAFL,Y,P
71949218,TJIS,Y,P
71953909,ZRUH,N,P
71957567,UAFL,Y,P
71945619,OBEX,Y,P
71958367,JMAI,Y,P
71951633,QSJV,Y,P
71954020,UAFL,Y,P
71947145,VOMK,Y,P
71959655,NEPH,Y,P
71962464,ROLF,N,B
71955303,EZXA,Y,P
71956261,TCKD,Y,P
71955334,LROI,Y,N
71956982,LPUO,Y,P
71953249,FUYI,Y,P
71945681,UAFL,Y,P
71949964,URXX,N,P
71962018,GMDR,Y,P
71951074,ULQZ,Y,P
71960144,FLSZ,Y,P
71946532,HJIK,Y,P
71961994,XKNP,Y,P
71958949,FLSZ,Y,P
71948393,TGIT,Y,P
71945543,UAFL,Y,P
71953920,TJIS,Y,P
71957978,TJIS,Y,P
71946757,LPUO,Y,P
71948620,LYQQ,Y,P
71951590,LROI,Y,P
71963191,EZXA,Y,P
71947773,HJIK,Y,P
71956319,TJIS,Y,P
71960362,LROI,Y,P
71963453,ODSX,Y,P
71948630,UAFL,Y,P
71948806,TJIS,Y,P
71949382,NBNP,Y,P
71961057,EZXA,Y,P
71945888,BUXU,Y,N
71964200,BUXU,N,B
71965194,UAFL,Y,P
71953475,FLSZ,Y,P
71963665,TJIS,Y,P
71952837,URXX,Y,P
71955670,YQCC,Y,P
71954017,UAFL,Y,P
71949831,OBEX,Y,P
71957577,FWUK,Y,N
71960017,GMDR,Y,P
71946733,QHLK,N,B
71954734,URXX,Y,P
71953298,ODSX,Y,P
71958954,ULQZ,Y,P
71956431,TJIS,Y,P
71945753,UAFL,Y,P
71948425,GMDR,Y,P
71957112,EZXA,Y,P
71960605,LROI,Y,P
71962035,HJIK,Y,P
71954390,HJIK,N,P
71947081,UAFL,Y,P
71953886,TJIS,Y,P
71946879,BUXU,Y,P
71948738,ZRUH,Y,P
71963290,LRQU,Y,P
71949695,TJIS,Y,P
71963446,LROI,Y,P
71947037,ZRUH,Y,P
71964677,VOMK,Y,P
71956479,OCZI,Y,P
71961436,BPNK,Y,P
71963986,FLSZ,Y,P
71961798,VQVH,Y,P
71951925,EPUG,Y,P
71965072,ULQZ,Y,P
71947008,HJIK,Y,P
71941783,FLSZ,Y,P
71954057,TJIS,Y,P
71954354,HJIK,Y,P
71953408,RNZD,Y,P
71947779,WREC,N,P
71947592,HJIK,Y,P
71952650,ODSX,Y,P
71960480,LROI,Y,P
71952993,ODSX,Y,P
71960467,EZXA,Y,P
71948279,CHRE,Y,P
71965428,HJIK,Y,P
71958312,EZXA,Y,P
71945805,PTVF,N,B
71953472,SGZW,Y,P
71961813,SSAL,N,P
71965335,QXWP,Y,P
71951795,HJIK,Y,P
71951428,TJIS,Y,P
71964030,TJIS,Y,P
71953848,RTQT,Y,P
71965407,LLZY,Y,P
71957709,HJIK,Y,P
71960511,LROI,Y,P
71959215,YQCC,Y,P
71962717,LROI,Y,P
71946437,GMDR,N,P
71958971,VOMK,Y,P
71963455,PVKT,Y,P
71948148,UAFL,Y,P
71949214,ODSX,Y,P
71953033,NEPH,Y,P
71954896,LPUO,Y,P
71952107,VQVH,N,P
71964164,UVJX,Y,P
71961980,UAFL,Y,P
71945690,QNRK,Y,P
71959178,TJIS,Y,P
71964004,YQCC,Y,P
71948389,TJIS,Y,P
71963071,UVJX,Y,P
71957611,URXX,N,P
71950095,GMDR,Y,P
71964711,NBNP,Y,P
71954406,GMDR,Y,P
71958297,RLOS,Y,P
71965447,HJIK,Y,P
71960623,FCFB,Y,P
71957472,LROI,Y,P
71960368,HJIK,Y,P
71960905,NBNP,N,P
71959840,RTQT,Y,N
71955634,RNZD,Y,P
71946792,SGZW,N,P
71958100,UAFL,Y,P
71962002,HJIK,Y,P
71960565,RNZD,Y,P
71962354,LPUO,Y,P
71959667,ODSX,Y,P
71948936,RLOS,Y,N
71958829,FCFB,Y,P
71961491,LROI,Y,P
71955524,YXXG,Y,P
71952159,UAFL,Y,P
71950284,TJIS,Y,P
71959447,GMDR,Y,N
71960091,LROI,Y,P
71951163,VHJQ,Y,P
71952951,PVKT,Y,P
71963898,BUXU,N,B
71960096,TJIS,Y,P
71957098,SGZW,N,P
71955316,SGZW,Y,P
71949569,EZXA,Y,P
71960758,QXWP,Y,P
71960716,UVJX,Y,P
71965708,LROI,Y,P
71954447,HJIK,Y,P
71946843,AENM,Y,P
71959197,QXWP,Y,P
71946263,VXRJ,Y,P
71957884,TJIS,Y,P
71947253,VOMK,Y,N
71946262,VXRJ,Y,P
71962075,HJIK,Y,P
71956506,NUXY,Y,N
71951575,AENM,Y,N
71962927,AENM,Y,P
71945679,UAFL,Y,P
71954026,UAFL,Y,P
71959406,VXJD,Y,N
71951905,HJIK,Y,P
71961370,LROI,Y,P
71953549,CHRE,Y,P
71947085,LROI,Y,P
71963291,TJIS,Y,P
71946242,LROI,N,P
71961240,LROI,Y,P
71953018,GSQV,Y,P
71953951,OBEX,Y,P
71948185,LROI,Y,P
71964343,UAFL,Y,P
71961463,LROI,Y,P
71960242,NEPH,Y,P
71958260,BJTI,Y,P
71952967,LROI,Y,P
71960243,FLSZ,Y,P
71960989,QNRK,Y,P
71950964,FCFB,Y,P
71951666,QXWP,Y,P
71951812,NUXY,Y,N
71950961,FCFB,Y,P
71947703,OBEX,Y,P
71955486,GMDR,Y,P
71949328,QXWP,Y,P
71957516,UAFL,Y,P
71952236,FLSZ,Y,N
71955926,HJIK,Y,P
71959486,LROI,Y,P
71962671,VOMK,Y,P
71962133,OPVP,Y,P
71946765,BHHL,Y,N
71959223,HJIK,Y,P
71959654,UAFL,Y,P
71947793,FLSZ,Y,P
71952767,BUXU,Y,N
71951390,ZRUH,Y,P
71952794,BUXU,Y,N
71963795,EZXA,Y,P
71953941,UVJX,Y,P
71963808,LROI,Y,P
71956745,HJIK,Y,P
71956856,HJIK,Y,P
71950393,VXJD,Y,P
71964125,UAFL,Y,P
71945720,FLSZ,Y,P
71962926,BUXU,N,B
71949857,TJIS,Y,P
71949306,UVJX,Y,P
71956255,LPUO,Y,P
71952796,BUXU,Y,N
71960009,FLSZ,Y,P
71954285,OPVP,N,P
71959247,NBNP,Y,P
71947789,FLSZ,Y,P
71964715,FCFB,Y,P
71955769,FLSZ,N,P
71960233,EPUG,Y,P
71955209,FLSZ,Y,P
71959147,CJPF,N,P
71959898,FLSZ,Y,P
71946744,ODSX,Y,P
71958274,SSAL,Y,P
71962152,FIKA,Y,P
71963548,LROI,Y,P
71952218,GXAJ,Y,P
71960094,LROI,Y,P
71964535,HJIK,Y,P
71956965,WREC,N,P
71963784,FLSZ,Y,P
71958156,UAFL,Y,P
71961162,LROI,N,P
71961976,UAFL,Y,P
71951398,HJIK,Y,P
71954965,ODSX,Y,P
71959140,URXX,Y,P
71954957,ODSX,Y,P
71948094,VXJD,Y,P
71954744,OPVP,Y,P
71959860,NBNP,Y,P
71948871,QXWP,Y,P
71954323,UAFL,Y,P
71951232,LROI,Y,N
71946329,URXX,Y,P
71944628,NUXY,N,N
71956881,SSAL,Y,P
71964689,OBEX,Y,P
71960752,HJIK,Y,N
71960317,UAFL,Y,P
71944926,TGIT,N,P
71958386,QXWP,Y,P
71963752,ULQZ,N,P
71962977,LROI,Y,P
71962785,URXX,N,P
71959846,HJIK,Y,P
71948715,YFVO,Y,N
71960684,TJIS,Y,P
71962446,NEPH,Y,P
71960857,TJIS,Y,P
71959719,LROI,Y,P
71948329,FLSZ,Y,P
71945586,LLZY,N,P
71953323,UAFL,Y,P
71963093,URXX,Y,P
71962880,OBEX,Y,P
71962890,TJIS,Y,P
71951983,ODSX,Y,P
71956448,ODSX,Y,P
71965052,ODSX,Y,P
71958531,HJIK,Y,P
71948408,LPUO,Y,P
71960476,LROI,Y,P
71963213,ODSX,Y,P
71961656,LROI,Y,P
71964705,LROI,Y,P
71959240,MMQA,N,P
71961693,UAFL,Y,P
71951258,UAFL,Y,P
71959033,UAFL,Y,P
71946229,HUJA,Y,P
71947461,AENM,Y,N
71948884,URXX,Y,P
71951671,ODSX,Y,P
71961051,LPUO,Y,P
71952437,GXAJ,Y,P
71959768,GMDR,Y,P
71958115,UAFL,Y,P
71959753,GMDR,N,P
71957530,FLSZ,Y,P
71950586,HJIK,Y,P
71947103,LROI,Y,P
71947064,ZRUH,Y,P
71956584,LROI,Y,P
71945817,NBNP,Y,P
71952395,ODSX,Y,P
71958443,MMQA,Y,P
71958356,KIPZ,Y,P
71959075,LROI,Y,P
71955225,LPUO,Y,P
71950444,NBNP,Y,P
71960339,BHHL,Y,N
71959174,LLZY,N,B
71961744,TJIS,Y,P
71963756,FLSZ,Y,P
71954704,UVJX,Y,P
71948822,KTSU,Y,P
71957009,YQCC,Y,P
71965049,SGZW,Y,P
71952602,TFTZ,Y,P
71962109,AENM,Y,P
71958061,ITLI,Y,P
71965686,TJIS,Y,P
71953052,BUXU,Y,N
71962972,TJIS,Y,P
71963524,LRQU,Y,P
71964227,FWUK,Y,N
71963707,FLSZ,Y,N
71956751,NBNP,Y,P
71961725,AENM,Y,P
71964846,DNNR,Y,P
71947164,VOMK,Y,N
71960284,YQCC,Y,P
71957445,DNNR,Y,P
71961361,EPUG,Y,P
71964420,LROI,Y,P
71960066,WREC,Y,N
71962424,URXX,N,P
71946991,FCFB,Y,P
71954028,UAFL,Y,P
71959225,FCFB,Y,P
71965716,TJIS,Y,P
71954385,EOLP,Y,P
71946307,LROI,Y,P
71951535,LROI,Y,P
71953301,GMDR,Y,P
71955599,YFVO,Y,N
71964545,UVJX,Y,P
71945790,RBTU,Y,P
71954389,EOLP,Y,P
71953702,ZRUH,N,P
71948139,LROI,Y,P
71957168,LROI,Y,P
71950904,LROI,Y,P
71962589,URXX,N,P
71965394,TJIS,Y,P
71964611,UQIN,Y,P
71963595,URXX,N,P
71949957,UVJX,Y,P
71960519,HJIK,Y,N
71946953,AENM,Y,P
71954279,URXX,N,B
71960045,BPNK,Y,P
71954892,AENM,Y,P
71949781,UAFL,Y,P
71958932,AENM,Y,P
71963164,RNZD,Y,P
71947623,GXAJ,Y,P
71953392,LROI,Y,P
71960403,UAFL,Y,P
71957618,GMDR,Y,P
71955821,EZXA,Y,N
71948618,LPUO,Y,P
71963347,URXX,N,N
71949104,STVJ,Y,P
71949023,STVJ,Y,P
71950936,HJIK,Y,P
71960468,PVKT,Y,P
71946189,LROI,Y,P
71965409,EZXA,Y,P
71952526,LROI,Y,P
71960465,LROI,Y,P
71961832,UVJX,Y,P
71958093,BPNK,Y,P
71964067,EZXA,Y,P
71947739,YXXG,Y,P
71960115,BPNK,Y,P
71953937,TJIS,Y,P
71947650,LROI,Y,P
71959533,LROI,Y,P
71953336,TJIS,Y,P
71945991,EZXA,Y,P
71955162,LROI,Y,P
71954265,FLSZ,Y,P
71954381,RLOS,N,P
71963042,FLSZ,Y,P
71947917,LROI,Y,P
71951691,VOMK,Y,P
71955021,VOMK,Y,P
71956754,HJIK,N,P
71946127,LROI,Y,P
71964425,UAFL,Y,P
71953921,TJIS,Y,P
71963941,GMDR,N,P
71963838,GMDR,N,P
71963945,GMDR,N,P
71961091,EZXA,Y,P
71952544,LROI,N,P
71953662,OBEX,Y,P
71945545,UAFL,Y,P
71956919,OBEX,Y,P
71963425,GMDR,N,P
71955440,OPVP,N,P
71960373,GMDR,Y,P
71960337,MXKK,N,P
71946132,YQCC,Y,P
71961260,LROI,Y,P
71955258,LYQQ,Y,P
71963456,DNNR,Y,P
71963127,TJIS,Y,P
71954948,SGZW,N,P
71959422,EPUG,Y,P
71953628,RNZD,Y,P
71948296,FLSZ,Y,P
71962683,LLZY,Y,P
71950950,FCFB,Y,P
71955594,FLSZ,Y,P
71951658,NZKX,Y,P
71951929,LRQU,Y,P
71951200,QNRK,Y,P
71954188,URXX,Y,P
71958162,UAFL,Y,P
71962716,LROI,Y,P
71962015,HJIK,Y,P
71957440,VOMK,Y,P
71957534,FLSZ,Y,P
71946710,XKNP,Y,P
71952792,BUXU,Y,N
71960189,RNZD,N,B
71961284,TJIS,Y,P
71952244,LROI,Y,P
71958602,XKNP,Y,P
71961293,TJIS,Y,P
71956290,BHHL,Y,N
71954113,BHHL,Y,P
71955207,BUXU,N,P
71952277,ZRUH,Y,P
71952815,LROI,Y,P
71946911,EZXA,Y,P
71953635,FLSZ,Y,P
71949135,LROI,Y,P
71950909,LROI,Y,P
71951519,GXAJ,Y,P
71952300,TJIS,Y,P
71957575,FWUK,Y,N
71961991,QNRK,Y,P
71955963,QXWP,Y,P
71948638,GXAJ,Y,P
71960691,TJIS,Y,P
71956472,XKNP,Y,P
71960966,VOMK,Y,P
71963919,TJIS,Y,P
71958314,LROI,Y,P
71964446,ODSX,Y,P
71963188,EZXA,Y,P
71958565,OBEX,Y,P
71951661,EZXA,Y,P
71954811,SSAL,N,B
71964005,ODSX,Y,P
71956621,LROI,Y,P
71956689,FLSZ,Y,P
71963746,ITLI,Y,P
71957973,TJIS,Y,P
71963648,SGZW,Y,N
71952494,GMDR,Y,P
71956410,QXWP,Y,P
71948927,UAFL,Y,P
71946535,VTOK,Y,P
71959652,UAFL,Y,P
71956888,BPNK,Y,N
71951988,FLSZ,Y,P
71956408,SSAL,Y,P
71957591,WREC,Y,N
71949420,GMDR,Y,P
71946368,GMDR,Y,P
71960429,TJIS,Y,P
71963946,GMDR,N,P
71952839,HEPF,Y,P
71948182,UAFL,Y,P
71946939,LROI,Y,P
71949936,ZPEC,Y,P
71952775,HJIK,Y,N
71963261,YFVO,Y,P
71962912,VOMK,N,P
71955286,HJIK,Y,N
71952773,HJIK,Y,N
71959121,YFVO,Y,P
71949054,DNNR,Y,P
71948639,GXAJ,Y,P
71945678,UAFL,Y,P
71959540,HJIK,Y,N
71960004,ODSX,Y,P
71961992,QNRK,Y,P
71952550,VQVH,N,B
71957992,TJIS,Y,P
71950292,URXX,N,P
71947153,NZKX,Y,P
71958025,UVJX,Y,P
71965900,AENM,Y,P
71952387,UVJX,Y,P
71947605,GXAJ,Y,P
71962419,ODSX,Y,P
71957095,WREC,N,P
71953657,TJIS,Y,P
71961283,TJIS,Y,P
71963627,FIKA,Y,P
71955135,HJIK,N,P
71960563,EZXA,Y,P
71946941,LROI,Y,P
71961563,LROI,Y,P
71954812,HJIK,Y,P
71948336,UAFL,Y,P
71958278,HJIK,Y,P
71952319,BPNK,Y,P
71961042,TGIT,Y,P
71954281,URXX,Y,P
71953380,LROI,Y,P
71946615,ODSX,Y,P
71953386,FLSZ,Y,P
71953465,HJIK,N,P
71956804,HJIK,Y,P
71946397,YQCC,Y,P
71955932,NBNP,Y,P
71956760,RLOS,Y,P
71962638,NBNP,Y,P
71964084,HJIK,Y,P
71960208,DONK,Y,P
71961430,BPNK,Y,P
71958433,CHRE,Y,N
71954003,TJIS,Y,P
71958028,TJIS,Y,P
71949780,UAFL,Y,P
71958180,VXRJ,Y,P
71954059,TJIS,Y,P
71949225,SGZW,Y,P
71961424,HJIK,N,B
71949883,GXAJ,Y,P
71954427,SGZW,Y,P
71964332,BPNK,Y,N
71952292,LROI,Y,P
71960092,TFTZ,N,B
71944960,FLSZ,Y,P
71964011,BPNK,Y,P
71963706,OCZI,Y,P
71957258,BPNK,Y,P
71945580,TJIS,Y,P
71954180,OBEX,Y,P
71960239,LLZY,Y,P
71952885,YQCC,N,P
71960972,VOMK,Y,P
71947460,AENM,Y,N
71956556,ODSX,Y,P
71959052,GMDR,N,P
71954187,GMDR,Y,P
71963064,MMQA,Y,N
71952921,BUXU,Y,N
71959284,FLSZ,Y,P
71948774,ODSX,Y,P
71949904,FLSZ,Y,P
71946479,GXAJ,Y,P
71963620,NEPH,Y,P
71951134,SSAL,Y,P
71952449,LPUO,Y,P
71961557,LROI,Y,P
71953833,GXAJ,Y,P
71957844,FUYI,Y,P
71958317,YXXG,Y,P
71961680,TJIS,Y,P
71958947,CHRE,Y,P
71947719,YQCC,Y,N
71948136,UVJX,Y,P
71955113,SGZW,N,P
71946964,SGZW,N,P
71958326,CHRE,Y,P
71960016,FLSZ,Y,P
71952340,VOMK,Y,P
71964404,NBNP,Y,P
71945902,HJIK,Y,P
71949862,OBEX,Y,P
71958270,NBNP,Y,P
71956921,LROI,Y,P
71960720,EZXA,Y,P
71959085,FLSZ,Y,P
71953759,WTJW,Y,P
71947299,TJIS,Y,P
71958365,UAFL,Y,P
71958857,LROI,Y,P
71960673,URXX,N,P
71956765,SSAL,Y,P
71946327,HJIK,Y,P
71945703,YQCC,Y,P
71962937,LROI,Y,P
71954124,UVJX,Y,P
71960113,LROI,Y,P
71964146,PVKT,Y,P
71947872,EZXA,Y,P
71960018,FLSZ,Y,P
71950906,UAFL,Y,N
71963319,GMDR,N,P
71965505,GMDR,Y,P
71962448,NEPH,Y,P
71958104,UAFL,Y,P
71963268,UVJX,Y,P
71956739,TJIS,Y,P
71956314,OBEX,Y,P
71948229,TGIT,Y,P
71961239,FLSZ,Y,P
71954370,NBNP,Y,P
71959881,YQCC,Y,P
71952724,WTJW,Y,P
71949264,DNNR,Y,P
71963162,GXAJ,Y,P
71955395,NBNP,Y,P
71959478,FCFB,Y,P
71953578,WTJW,Y,P
71963678,XIVB,Y,P
71963732,LROI,Y,P
71960217,LROI,Y,P
71964849,FCFB,Y,P
71950705,TJIS,Y,P
71953915,KTSU,Y,P
71958027,FLSZ,Y,P
71965350,UAFL,Y,P
71945479,YQCC,Y,P
71963165,EZXA,Y,N
71949871,TJIS,Y,P
71963267,LROI,Y,P
71947009,URXX,Y,P
71963998,NBNP,Y,P
71949794,UAFL,Y,P
71964036,HJIK,Y,P
71949566,LROI,Y,P
71959749,KTSU,Y,P
71945745,VXRJ,Y,P
71963600,UAFL,Y,P
71948383,RTQT,Y,P
71965931,QXWP,Y,P
71951617,QXWP,N,P
71957601,YQCC,Y,P
71951164,UVJX,Y,P
71946691,VXJD,Y,P
71955139,LROI,Y,P
71961790,HJIK,N,B
71951791,HJIK,N,P
71961806,QHLK,N,B
71960698,TJIS,Y,P
71947063,ODSX,Y,P
71946500,NBNP,Y,P
71946148,FCFB,Y,P
71962915,TGIT,Y,P
71947646,TJIS,Y,P
71950835,FCFB,Y,P
71950915,FCFB,Y,P
71950976,FCFB,Y,P
71963050,NBNP,Y,P
71964122,OBEX,Y,N
71959186,HJIK,Y,N
71964423,LROI,Y,P
71952346,TJIS,Y,P
71964394,LPUO,Y,P
71952754,VXJD,Y,P
71964252,STVJ,Y,P
71963751,HJIK,N,P
71948644,RPWL,Y,P
71963300,LROI,Y,P
71951673,KIPZ,Y,N
71961356,LROI,Y,P
71950718,UVJX,Y,P
71958468,FLSZ,Y,P
71951828,LROI,Y,N
71953167,RTQT,Y,P
71945589,UVJX,Y,P
71951391,TJIS,Y,P
71948369,WREC,Y,P
71947514,WREC,Y,N
71958482,QXWP,Y,P
71948668,FWUK,Y,N
71952354,LROI,Y,P
71957138,OBEX,Y,P
71959032,UAFL,Y,P
71959151,ODSX,Y,P
71948505,KTSU,Y,P
71965312,FLSZ,Y,P
71950351,FLSZ,N,P
71949119,ODSX,Y,P
71953281,CHRE,Y,P
71960803,LROI,Y,P
71964114,TJIS,Y,P
71963092,NBNP,Y,P
71958529,TJIS,N,P
71961172,EZXA,N,B
71950622,HJIK,Y,P
71963030,HJIK,Y,P
71961175,LROI,Y,P
71961797,YQCC,Y,P
71954791,ODSX,Y,P
71958733,FCFB,Y,P
71960229,LROI,Y,P
71958129,SSAL,Y,P
71950524,HJIK,Y,P
71960946,GMDR,Y,N
71952741,HJIK,Y,P
71946123,LPUO,Y,P
71949147,OBEX,Y,N
71955248,OPVP,Y,P
71961692,UAFL,Y,P
71954633,LROI,N,B
71958936,CHRE,Y,P
71952478,LPUO,Y,P
71945794,VOMK,Y,P
71946860,QXWP,N,P
71952836,VOMK,Y,P
71964169,UVJX,Y,P
71959258,LROI,Y,P
71945538,UAFL,Y,N
71953455,UVJX,Y,P
71955851,TJIS,Y,P
71955517,OPVP,Y,P
71955501,NEPH,Y,P
71956416,TJIS,Y,P
71958814,FCFB,Y,P
71805619,UAFL,N,N
71962964,QXWP,N,P
71950462,URXX,N,P
71964360,VOMK,Y,N
71965426,HJIK,Y,P
71953932,JNKK,N,B
71964111,YQCC,Y,P
71956702,LROI,Y,P
71965570,LROI,Y,P
71947551,RLOS,Y,P
71963486,LROI,Y,P
71947155,LROI,Y,P
71951496,LROI,Y,P
71951505,FIKA,Y,P
71964187,MMQA,Y,N
71961499,BPNK,Y,P
71955822,EZXA,Y,N
71947110,LROI,Y,P
71960630,LROI,Y,P
71960923,GMDR,N,P
71953593,YFVO,Y,N
71958073,LROI,Y,P
71949996,UQIN,Y,P
71949989,LROI,Y,P
71964857,TJIS,Y,P
71960899,ZPEC,Y,N
71958834,FCFB,Y,P
71960721,FGKF,Y,P
71948091,HJIK,Y,P
71951832,LROI,Y,N
71953418,LPUO,Y,P
71960561,EZXA,Y,P
71963160,MMQA,Y,N
71958393,FIKA,Y,P
71959843,FLSZ,Y,P
71958912,FGKF,N,P
71951935,UVJX,Y,P
71945822,SGZW,N,P
71960920,GMDR,Y,P
71948068,SGZW,Y,P
71950913,FCFB,Y,P
71959124,VXJD,Y,P
71960796,HJIK,N,P
71964138,GMDR,Y,P
71951890,LROI,Y,P
71951936,LROI,Y,P
71963906,URXX,Y,P
71948688,ODSX,Y,P
71948468,HJIK,Y,P
71961238,LROI,Y,P
71951365,LROI,Y,P
71948786,ODSX,Y,P
71963146,RTQT,Y,P
71962754,TJIS,Y,P
71950098,JMAI,Y,P
71945837,ULQZ,Y,P
71947223,ODSX,Y,P
71945869,HJIK,Y,P
71961486,LROI,Y,P
71953620,WTJW,Y,P
71959249,HJIK,N,P
71957996,TJIS,Y,P
71945759,UAFL,Y,P
71961645,GXAJ,Y,P
71961176,LROI,Y,P
71957733,FWUK,Y,N
71964845,FIKA,Y,P
71963010,ODSX,Y,P
71950451,AENM,Y,P
71951659,TJIS,Y,P
71959375,VHJQ,Y,P
71958259,RLOS,Y,P
71959773,SGZW,Y,P
71964098,CHRE,Y,P
71957564,WREC,Y,N
71961201,ZRUH,N,P
71955448,PVKT,Y,P
71946574,TJIS,Y,P
