shipment number,acpt_carrier_cd,acpt_first_response_fg
71972534,LROI,Y
71977105,ODSX,Y
71976411,LROI,Y
71968282,TJIS,Y
71982557,TJIS,Y
71982334,BUXU,Y
71968155,UVJX,Y
71968187,LPUO,Y
71982182,ZPEC,Y
71970085,RTQT,Y
71968219,UVJX,Y
71968826,YXXG,Y
71968193,OBEX,Y
71975371,FCFB,Y
71970209,NBNP,Y
71972399,LPUO,Y
71984631,UVJX,Y
71984584,GMDR,Y
71978825,TJIS,Y
71967959,GMDR,Y
71983594,NEPH,Y
71982658,UAFL,Y
71974702,ODSX,Y
71981873,GMDR,Y
71973833,QXWP,Y
71970201,NEPH,Y
71976757,UVJX,Y
71975430,UAFL,Y
71981675,LROI,Y
71966916,ZRUH,Y
71973578,TJIS,Y
71970253,UAFL,Y
71981423,LROI,Y
71966855,KIPZ,Y
71980462,TJIS,Y
71968027,BUXU,Y
71984676,UAFL,Y
71983660,QXWP,Y
71972300,LROI,Y
71974824,UAFL,Y
71973365,LROI,Y
71978834,LROI,Y
71972943,UAFL,Y
71977241,FLSZ,Y
71972736,LROI,Y
71981401,LROI,Y
71979597,ODSX,Y
71972617,BHHL,Y
71966145,NBNP,Y
71967327,URXX,Y
71977091,UVJX,Y
71972940,UVJX,Y
71965912,ZRUH,Y
71982233,EZXA,Y
71968242,HJIK,Y
71965674,ZRUH,Y
71972169,SGZW,Y
71981366,NBNP,Y
71980281,QXWP,Y
71979611,SSAL,Y
71984633,NEPH,Y
71984088,LROI,Y
71980170,FCFB,Y
71969314,UVJX,Y
71973294,NBNP,Y
71965970,TJIS,Y
71968659,UVJX,Y
71983743,URXX,Y
71973361,UVJX,Y
71977730,NEPH,Y
71973681,UVJX,Y
71985338,UVJX,Y
71981190,TJIS,Y
71980213,VQVH,Y
71981615,WTJW,Y
71984590,FLSZ,Y
71984162,EZXA,Y
71983784,URXX,Y
71976768,URXX,Y
71974173,LROI,Y
71972379,HJIK,Y
71970654,GMDR,Y
71968010,UAFL,Y
71978322,NBNP,Y
71968117,UAFL,Y
71979892,EZXA,Y
71983046,HJIK,Y
71974180,LROI,Y
71971569,YFVO,Y
71977819,OPVP,Y
71970616,LROI,Y
71976128,NBNP,Y
71978122,UVJX,Y
71981947,LROI,Y
71976254,TJIS,Y
71979293,WREC,Y
71974105,RLOS,Y
71979291,WREC,Y
71967582,SGZW,Y
71970700,UVJX,Y
71970453,HJIK,Y
71970547,UVJX,Y
71983873,FLSZ,Y
71979525,FLSZ,Y
71976094,BPNK,Y
71972208,QXWP,Y
71979360,NUXY,Y
71980828,KMYV,Y
71982477,ODSX,Y
71980829,KMYV,Y
71982237,LROI,Y
71975677,BUXU,Y
71979619,LROI,Y
71972198,TJIS,Y
71975606,BUXU,Y
71982050,UAFL,Y
71966684,LYQQ,Y
71977680,TJIS,Y
71977360,LROI,Y
71981150,LROI,Y
71985288,GXAJ,Y
71978912,FUYI,Y
71969978,UAFL,Y
71984713,LROI,Y
71970177,UVJX,Y
71964183,BPNK,Y
71979379,ODSX,Y
71969435,FWUK,Y
71984506,ZPEC,Y
71983035,GMDR,Y
71979103,ZKPQ,Y
71978745,UAFL,Y
71972737,KIPZ,Y
71967137,TJIS,Y
71966133,GXAJ,Y
71977826,QXWP,Y
71972725,FLSZ,Y
71984587,SSAL,Y
71982884,UAFL,Y
71967313,XIVB,Y
71979984,EZXA,Y
71972175,GMDR,Y
71978168,GMDR,Y
71985376,LLZY,Y
71974830,ZPEC,Y
71977808,SSAL,Y
71977598,QXWP,Y
71973936,CHRE,Y
71983488,ZJDO,Y
71964727,FGKF,Y
71975485,OBEX,Y
71969545,FGKF,Y
71980464,TJIS,Y
71975622,NEPH,Y
71982272,AENM,Y
71976906,URXX,Y
71980977,BHHL,Y
71983998,VOMK,Y
71973992,URXX,Y
71979803,RLOS,Y
71982837,UAFL,Y
71972407,OJKD,Y
71977017,WREC,Y
71983864,UVJX,Y
71974116,TJIS,Y
71985324,UAFL,Y
71981946,LROI,Y
71970427,OPVP,Y
71970981,ODSX,Y
71973683,UVJX,Y
71975129,LROI,Y
71979363,TJIS,Y
71967989,TJIS,Y
71975886,NBNP,Y
71980000,UAFL,Y
71974859,VXJD,Y
71980682,UAFL,Y
71966623,HJIK,Y
71973506,QXWP,Y
71984794,TJIS,Y
71966305,LROI,Y
71980455,OPVP,Y
71983080,TJIS,Y
71973983,HEPF,Y
71967570,UAFL,Y
71970115,UAFL,Y
71971178,UAFL,Y
71974262,UAFL,Y
71971632,NUXY,Y
71967401,BJTI,Y
71983527,VHJQ,Y
71984494,QXWP,Y
71968348,UAFL,Y
71980459,RLOS,Y
71975803,TJIS,Y
71966847,FUYI,Y
71984431,OBEX,Y
71982322,UAFL,Y
71969082,URXX,Y
71981755,VXJD,Y
71977888,UAFL,Y
71978245,QGHE,Y
71969298,TJIS,Y
71981134,TJIS,Y
71971696,VOMK,Y
71970061,OBEX,Y
71976512,XKNP,Y
71964928,VOMK,Y
71981196,TJIS,Y
71977285,SGZW,Y
71979698,NZKX,Y
71984934,WTJW,Y
71983769,LROI,Y
71979449,SSAL,Y
71973740,UVJX,Y
71970093,RTQT,Y
71983382,HJIK,Y
71982953,EZXA,Y
71983383,NBNP,Y
71980032,RNZD,Y
71972969,GMDR,Y
71984066,EZXA,Y
71975831,VXJD,Y
71966337,AENM,Y
71970475,XKNP,Y
71979566,TJIS,Y
71977369,UVJX,Y
71979495,OBEX,Y
71968560,LROI,Y
71974731,WMGI,Y
71982574,FCFB,Y
71976574,GMDR,Y
71981181,TJIS,Y
71984781,BHHL,Y
71974819,FLSZ,Y
71985328,TJIS,Y
71964688,BHHL,Y
71972801,TJIS,Y
71968776,QNRK,Y
71980738,LROI,Y
71974616,ODSX,Y
71978679,GMDR,Y
71972276,DNNR,Y
71966220,UAFL,Y
71967887,TJIS,Y
71970657,YFVO,Y
71980432,ODSX,Y
71966544,TFTZ,Y
71980143,TJIS,Y
71982501,NZKX,Y
71968192,OBEX,Y
71981261,TJIS,Y
71981739,TJIS,Y
71972712,OBEX,Y
71977965,NBNP,Y
71983306,HJIK,Y
71974566,FCFB,Y
71974605,FCFB,Y
71981217,OBEX,Y
71974684,FCFB,Y
71975469,FCFB,Y
71975313,FCFB,Y
71972773,TJIS,Y
71966275,FLSZ,Y
71982564,FCFB,Y
71973715,GMDR,Y
71972808,TJIS,Y
71984696,LROI,Y
71973201,LROI,Y
71963353,UVJX,Y
71980991,BHHL,Y
71972733,NEPH,Y
71972160,UVJX,Y
71979667,UVJX,Y
71968099,FLSZ,Y
71976458,GMDR,Y
71977253,TJIS,Y
71967811,YQCC,Y
71984888,FLSZ,Y
71969315,UVJX,Y
71982083,RTQT,Y
71984125,EZXA,Y
71983038,HJIK,Y
71971630,BHHL,Y
71981483,WTJW,Y
71978415,CHRE,Y
71970462,LROI,Y
71977430,LROI,Y
71974963,EZXA,Y
71977873,UAFL,Y
71971021,ZPEC,Y
71985934,DNNR,Y
71967869,ODSX,Y
71972156,UVJX,Y
71979610,SSAL,Y
71972129,LROI,Y
71971347,LROI,Y
71966762,TJIS,Y
71977429,WTJW,Y
71967856,LROI,Y
71970612,TJIS,Y
71968180,VOMK,Y
71979304,OPVP,Y
71973744,NBNP,Y
71981119,HJIK,Y
71984952,WTJW,Y
71986050,UAFL,Y
71975523,JMAI,Y
71967286,SGZW,Y
71978586,QSJV,Y
71975168,LLZY,Y
71970113,UAFL,Y
71977133,EPUG,Y
71970187,UVJX,Y
71979873,FLSZ,Y
71968562,JMAI,Y
71982122,DQIC,Y
71970005,GMDR,Y
71968595,DNNR,Y
71979661,FLSZ,Y
71972814,ODSX,Y
71971429,LROI,Y
71967987,TJIS,Y
71984075,TJIS,Y
71977434,LROI,Y
71974056,GMDR,Y
71976213,LROI,Y
71972966,CHRE,Y
71982114,FLSZ,Y
71976492,LPUO,Y
71970776,EPUG,Y
71967147,KTSU,Y
71982588,TJIS,Y
71980559,NBNP,Y
71976004,RLOS,Y
71973318,EZXA,Y
71975147,TJIS,Y
71973321,EZXA,Y
71983775,BPNK,Y
71970152,BUXU,Y
71971265,AENM,Y
71975224,SGZW,Y
71972222,GSQV,Y
71969316,ZPEC,Y
71974765,HJIK,Y
71968822,GMDR,Y
71977877,UAFL,Y
71984391,WREC,Y
71979641,LROI,Y
71976624,UQIN,Y
71980728,NBNP,Y
71979749,NBNP,Y
71978970,TJIS,Y
71968416,SSAL,Y
71969584,TJIS,Y
71984788,NBNP,Y
71968754,OBEX,Y
71976960,VXJD,Y
71984780,OBEX,Y
71970079,TFTZ,Y
71966389,FLSZ,Y
71967649,UAFL,Y
71967406,URXX,Y
71976204,VOMK,Y
71976840,VXJD,Y
71973580,TJIS,Y
71981995,RLOS,Y
71983416,NBNP,Y
71975453,TGIT,Y
71965894,RLOS,Y
71980718,YQCC,Y
71979825,CHRE,Y
71974766,LPUO,Y
71978831,BHHL,Y
71984356,LPUO,Y
71975340,TJIS,Y
71981861,LLZY,Y
71978981,CHRE,Y
71969892,ZRUH,Y
71977243,LROI,Y
71983934,LROI,Y
71984109,HJIK,Y
71979828,TJIS,Y
71982761,UAFL,Y
71974534,BUXU,Y
71980997,OBEX,Y
71972964,URXX,Y
71982150,FLSZ,Y
71973616,ZJDO,Y
71985295,TJIS,Y
71985543,FLSZ,Y
71974033,TJIS,Y
71977894,UAFL,Y
71974783,GMDR,Y
71967145,TJIS,Y
71977582,TJIS,Y
71972140,VOMK,Y
71973068,RLOS,Y
71983291,LPUO,Y
71976367,LROI,Y
71970050,FUYI,Y
71980313,OBEX,Y
71977095,OPVP,Y
71984041,MMQA,Y
71968982,HJIK,Y
71968715,ULQZ,Y
71970945,LPUO,Y
71970264,CJPF,Y
71971252,OPVP,Y
71986154,FLSZ,Y
71974268,CHRE,Y
71976500,GMDR,Y
71981073,LROI,Y
71980681,RLOS,Y
71971500,PTVF,Y
71981059,ZRUH,Y
71980454,OPVP,Y
71980901,KMYV,Y
71983514,QXWP,Y
71975609,QXWP,Y
71982719,LROI,Y
71979016,VOMK,Y
71977722,UVJX,Y
71984118,OPVP,Y
71975269,VTOK,Y
71983752,QHLK,Y
71981322,LROI,Y
71978311,TJIS,Y
71966964,HJIK,Y
71982075,ZJDO,Y
71971879,BHHL,Y
71981506,BPNK,Y
71980168,LROI,Y
71977968,TJIS,Y
71969586,TJIS,Y
71971399,CHRE,Y
71970645,VOMK,Y
71985404,TGIT,Y
71966071,GMDR,Y
71968080,EZXA,Y
71971992,OBEX,Y
71984328,GMDR,Y
71975101,GMDR,Y
71977967,LLZY,Y
71980401,NBNP,Y
71979796,NEPH,Y
71977843,YFVO,Y
71977847,BUXU,Y
71982168,GMDR,Y
71985102,FCFB,Y
71967299,TJIS,Y
71984965,FCFB,Y
71976359,LROI,Y
71972338,VOMK,Y
71973128,RLOS,Y
71981113,FUYI,Y
71965469,UVJX,Y
71966131,GXAJ,Y
71979810,ODSX,Y
71981207,TJIS,Y
71968007,LLZY,Y
71969414,TJIS,Y
71981882,FLSZ,Y
71981793,UAFL,Y
71970438,NBNP,Y
71971624,NEPH,Y
71975242,GMDR,Y
71980512,UAFL,Y
71976115,LROI,Y
71980325,UAFL,Y
71977725,NBNP,Y
71981698,LROI,Y
71981715,LROI,Y
71978456,YFVO,Y
71970887,YFVO,Y
71973664,UVJX,Y
71984442,OBEX,Y
71977342,QXWP,Y
71982297,NBNP,Y
71971535,ZPEC,Y
71978990,QNRK,Y
71983435,HJIK,Y
71976613,FLSZ,Y
71970986,HJIK,Y
71979030,SGZW,Y
71975520,BUXU,Y
71973803,TJIS,Y
71968119,JMAI,Y
71979995,TGIT,Y
71976217,ODSX,Y
71984715,UQIN,Y
71983820,ZPEC,Y
71976185,TJIS,Y
71968170,WREC,Y
71981168,TJIS,Y
71976053,WREC,Y
71972958,ODSX,Y
71981040,TJIS,Y
71984966,FCFB,Y
71970302,TJIS,Y
71985086,FCFB,Y
71981197,TJIS,Y
71973151,YQCC,Y
71982027,MMQA,Y
71972162,FLSZ,Y
71974893,LROI,Y
71978432,VOMK,Y
71972072,GXAJ,Y
71967033,HJIK,Y
71973684,UVJX,Y
71966831,EZXA,Y
71967899,YQCC,Y
71978613,QXWP,Y
71972174,FLSZ,Y
71974253,UAFL,Y
71972057,GXAJ,Y
71966854,KIPZ,Y
71984151,KIPZ,Y
71984044,FLSZ,Y
71974222,BUXU,Y
71972176,TJIS,Y
71973298,WCLE,Y
71968471,CHRE,Y
71983106,OBEX,Y
71976375,LLZY,Y
71974536,RLOS,Y
71977325,TJIS,Y
71978526,LPUO,Y
71933633,UVJX,Y
71981948,LROI,Y
71971750,EZXA,Y
71976129,FLSZ,Y
71968492,FWUK,Y
71974581,LROI,Y
71965680,ZRUH,Y
71981940,UVJX,Y
71979545,FLSZ,Y
71979376,STVJ,Y
71982758,YQCC,Y
71981189,TJIS,Y
71981255,TJIS,Y
71967010,ZPEC,Y
71983979,LROI,Y
71984990,NEPH,Y
71973283,BPNK,Y
71981872,NBNP,Y
71979787,LPUO,Y
71984155,CHRE,Y
71983415,HJIK,Y
71982699,LROI,Y
71968418,BHHL,Y
71985414,HJIK,Y
71982555,TFTZ,Y
71979062,UAFL,Y
71977714,NEPH,Y
71977801,UQIN,Y
71975874,LROI,Y
71969384,DNNR,Y
71970655,MMQA,Y
71972787,GMDR,Y
71980041,TGIT,Y
71973977,HJIK,Y
71966564,UQIN,Y
71974990,LPUO,Y
71985926,LROI,Y
71982155,NBNP,Y
71977368,LROI,Y
71981329,LROI,Y
71984083,LROI,Y
71970466,EZXA,Y
71970047,UVJX,Y
71984277,BPNK,Y
71983373,HJIK,Y
71979710,RLOS,Y
71966050,GXAJ,Y
71976617,UQIN,Y
71982708,TJIS,Y
71974877,URXX,Y
71970275,OBEX,Y
71968618,MMQA,Y
71971596,EZXA,Y
71967226,HJIK,Y
71984231,LROI,Y
71976110,BPNK,Y
71977734,FLSZ,Y
71966941,NUXY,Y
71977051,LROI,Y
71976571,NEPH,Y
71984326,LROI,Y
71984322,WREC,Y
71968477,QXWP,Y
71974866,FLSZ,Y
71973140,UVJX,Y
71974261,UAFL,Y
71971339,QXWP,Y
71966292,GMDR,Y
71981758,LROI,Y
71983825,LROI,Y
71976140,UVJX,Y
71970033,VXJD,Y
71973771,NBNP,Y
71977889,UAFL,Y
71965993,UAFL,Y
71967718,YQCC,Y
71984434,OBEX,Y
71968382,TJIS,Y
71977842,SGZW,Y
71974080,HJIK,Y
71973815,UVJX,Y
71978036,GSQV,Y
71973579,TJIS,Y
71983075,UVJX,Y
71980552,UVJX,Y
71984478,GMDR,Y
71975502,KIPZ,Y
71974353,UVJX,Y
71983494,HJIK,Y
71965696,BHHL,Y
71984534,LROI,Y
71984756,LROI,Y
71975097,QXWP,Y
71968423,LROI,Y
71967610,HJIK,Y
71966682,VOMK,Y
71973729,UVJX,Y
71967289,VOMK,Y
71970971,EZXA,Y
71976023,URXX,Y
71985367,FLSZ,Y
71967288,VOMK,Y
71976487,VXJD,Y
71980026,ZRUH,Y
71980192,ZPEC,Y
71973676,NEPH,Y
71974838,URXX,Y
71978850,TFTZ,Y
71973721,TJIS,Y
71973927,CHRE,Y
71977084,UAFL,Y
71973553,LPUO,Y
71973434,UAFL,Y
71977664,TJIS,Y
71982118,URXX,Y
71974571,FCFB,Y
71968414,FIKA,Y
71980816,EPUG,Y
71979804,UAFL,Y
71966598,LYQQ,Y
71970101,RTQT,Y
71977099,URXX,Y
71973666,GMDR,Y
71984551,ODSX,Y
71981867,ZPEC,Y
71970078,TGIT,Y
71975599,JMAI,Y
71975669,BUXU,Y
71966468,XKNP,Y
71972593,DNNR,Y
71966217,VOMK,Y
71975134,DNNR,Y
71970919,MMQA,Y
71981425,LROI,Y
71977262,ZPEC,Y
71973543,TJIS,Y
71980236,VTOK,Y
71966475,GSQV,Y
71972438,BUXU,Y
71981737,TJIS,Y
71980204,TGIT,Y
71977259,RPWL,Y
71985626,FLSZ,Y
71970794,VOMK,Y
71973199,LLZY,Y
71976011,NUXY,Y
71981389,WTJW,Y
71981266,BPNK,Y
71974205,FLSZ,Y
71975891,ODSX,Y
71978654,EZXA,Y
71978947,GMDR,Y
71965899,URXX,Y
71975855,VXJD,Y
71970227,LROI,Y
71983648,ITLI,Y
71981368,LROI,Y
71977644,ITLI,Y
71980348,NBNP,Y
71975680,HEPF,Y
71981206,TJIS,Y
71972294,RTQT,Y
71977088,ZPEC,Y
71969968,RTQT,Y
71974718,OPVP,Y
71975403,FCFB,Y
71975046,PVKT,Y
71968609,OPVP,Y
71977667,TJIS,Y
71978635,NBNP,Y
71977709,GMDR,Y
71968197,OBEX,Y
71977503,LROI,Y
71978298,MMQA,Y
71969538,FGKF,Y
71974216,HJIK,Y
71983238,IRIO,Y
71984136,RNZD,Y
71966790,KTSU,Y
71981565,FCFB,Y
71981881,SGZW,Y
71967805,RLOS,Y
71985848,HJIK,Y
71973735,GMDR,Y
71978329,LROI,Y
71976160,UVJX,Y
71972602,BPNK,Y
71968374,ZPEC,Y
71969059,BUXU,Y
71967274,LLZY,Y
71966144,GMDR,Y
71983605,LROI,Y
71966726,GXAJ,Y
71966880,ZRUH,Y
71981027,RNZD,Y
71983963,ZPEC,Y
71979758,ODSX,Y
71977322,LROI,Y
71978979,OBEX,Y
71980337,LROI,Y
71966566,SGZW,Y
71982553,TJIS,Y
71968451,VOMK,Y
71970881,LLZY,Y
71977935,HJIK,Y
71968172,EZXA,Y
71979760,XKNP,Y
71977615,RTQT,Y
71974892,VXJD,Y
71975431,TJIS,Y
71973041,TFTZ,Y
71971383,ODSX,Y
71984238,GMDR,Y
71980318,BHHL,Y
71976611,URXX,Y
71971568,ODSX,Y
71970932,NBNP,Y
71980878,URXX,Y
71964994,VOMK,Y
71972056,GXAJ,Y
71968056,TJIS,Y
71976311,UAFL,Y
71972312,OFCN,Y
71975482,OBEX,Y
71981638,OJKD,Y
71973582,TJIS,Y
71980118,FLSZ,Y
71968001,TJIS,Y
71980705,QHLK,Y
71975688,DNNR,Y
71972154,FLSZ,Y
71976930,OCZI,Y
71980985,EPUG,Y
71967571,ODSX,Y
71975438,LROI,Y
71969653,TFTZ,Y
71980288,TJIS,Y
71974175,LROI,Y
71979921,EZXA,Y
71978304,BUXU,Y
71983305,NBNP,Y
71966143,NEPH,Y
71984456,LROI,Y
71979953,GMDR,Y
71970218,UVJX,Y
71969981,UAFL,Y
71967443,LROI,Y
71981731,TJIS,Y
71972352,BPNK,Y
71984425,UAFL,Y
71982253,XKNP,Y
71975671,HJIK,Y
71973563,TJIS,Y
71974126,HJIK,Y
71973798,NBNP,Y
71974835,OBEX,Y
71968391,RPWL,Y
71983995,VOMK,Y
71970303,OBEX,Y
71974125,FLSZ,Y
71972449,CHRE,Y
71976538,YFVO,Y
71965886,KTSU,Y
71969309,UAFL,Y
71971701,ODSX,Y
71984687,LROI,Y
71979152,QGHE,Y
71979349,LROI,Y
71965919,ZRUH,Y
71965884,TJIS,Y
71986014,TJIS,Y
71975802,TJIS,Y
71971769,LPUO,Y
71982990,DNNR,Y
71972823,TJIS,Y
71977985,LROI,Y
71971745,UAFL,Y
71974267,QNRK,Y
71984218,YQCC,Y
71966975,ODSX,Y
71968981,SGZW,Y
71967342,LRQU,Y
71965972,UAFL,Y
71966257,SSAL,Y
71977358,FLSZ,Y
71979978,EZXA,Y
71980217,LROI,Y
71984227,GMDR,Y
71976869,VXJD,Y
71968661,NUXY,Y
71976020,FLSZ,Y
71972410,NUXY,Y
71968817,SGZW,Y
71981089,HEPF,Y
71970288,TJIS,Y
71973490,QXWP,Y
71968016,LPUO,Y
71975312,FCFB,Y
71975367,FCFB,Y
71971851,TJIS,Y
71982049,UAFL,Y
71967692,LROI,Y
71982718,QXWP,Y
71978128,UVJX,Y
71977710,NEPH,Y
71970056,TJIS,Y
71971924,TJIS,Y
71979820,YFVO,Y
71975154,UQIN,Y
71981778,UAFL,Y
71972190,TJIS,Y
71978127,UVJX,Y
71979678,FLSZ,Y
71983233,GXAJ,Y
71966251,GMDR,Y
71972058,GXAJ,Y
71983868,GMDR,Y
71979400,TJIS,Y
71974969,HJIK,Y
71979683,QXWP,Y
71953259,LPUO,Y
71981727,TJIS,Y
71983061,YQCC,Y
71973937,UAFL,Y
71983773,GXAJ,Y
71966535,HJIK,Y
71981192,TJIS,Y
71966608,UVJX,Y
71981141,TJIS,Y
71966316,HJIK,Y
71981212,TJIS,Y
71981143,TJIS,Y
71972566,FLSZ,Y
71966109,NEPH,Y
71974159,GMDR,Y
71983863,UVJX,Y
71976010,AENM,Y
71983654,TJIS,Y
71977147,TJIS,Y
71970750,LPUO,Y
71971655,VOMK,Y
71971281,TJIS,Y
71970059,ZRUH,Y
71974224,BUXU,Y
71974028,BUXU,Y
71973627,RTQT,Y
71980082,QXWP,Y
71982076,RTQT,Y
71966089,FLSZ,Y
71974776,FLSZ,Y
71984367,ITLI,Y
71976737,ITLI,Y
71979536,UVJX,Y
71977077,EZXA,Y
71966956,LPUO,Y
71977153,TJIS,Y
71966136,GXAJ,Y
71983532,AENM,Y
71983492,NBNP,Y
71982147,NBNP,Y
71982834,OBEX,Y
71974651,ITLI,Y
71982113,FLSZ,Y
71980374,VOMK,Y
71984537,UVJX,Y
71973008,VHJQ,Y
71978126,UVJX,Y
71970167,NEPH,Y
71983412,UAFL,Y
71975537,EZXA,Y
71970933,ZPEC,Y
71971162,NEPH,Y
71977853,UAFL,Y
71970024,UVJX,Y
71976305,NEPH,Y
71940115,UVJX,Y
71975508,UAFL,Y
71976705,UAFL,Y
71983141,OBEX,Y
71981705,NBNP,Y
71984736,FLSZ,Y
71976828,WREC,Y
71971941,LROI,Y
71976671,BUXU,Y
71975989,WTJW,Y
71980852,ODSX,Y
71977329,EPUG,Y
71981476,LROI,Y
71979966,UVJX,Y
71979145,HJIK,Y
71970624,ODSX,Y
71977798,UVJX,Y
71971865,LROI,Y
71965332,CHRE,Y
71976377,EZXA,Y
71970340,UAFL,Y
71967858,LPUO,Y
71974270,XKNP,Y
71967222,BHHL,Y
71976252,CHRE,Y
71966818,BHHL,Y
71972181,QXWP,Y
71974943,UVJX,Y
71975685,GMDR,Y
71973677,GMDR,Y
71979916,HJIK,Y
71978155,HJIK,Y
71977893,UAFL,Y
71980858,LROI,Y
71974073,FLSZ,Y
71966699,ODSX,Y
71969084,URXX,Y
71984276,ODSX,Y
71980307,JMAI,Y
71970689,FLSZ,Y
71975213,URXX,Y
71971243,UAFL,Y
71972597,LROI,Y
71975156,ZRUH,Y
71974916,ODSX,Y
71968388,EZXA,Y
71980895,VOMK,Y
71981318,LROI,Y
71983933,NUXY,Y
71962048,ZPEC,Y
71967627,VOMK,Y
71982835,KTSU,Y
71975741,SSAL,Y
71982683,LROI,Y
71983367,HJIK,Y
71975414,HJIK,Y
71962052,GMDR,Y
71972841,FLSZ,Y
71971009,GMDR,Y
71981239,EZXA,Y
71979551,LROI,Y
71979824,VOMK,Y
71976184,TFTZ,Y
71974112,HJIK,Y
71977790,GMDR,Y
71974421,QGHE,Y
71966263,BJTI,Y
71985411,NBNP,Y
71967606,URXX,Y
71967513,YQCC,Y
71977475,EZXA,Y
71982539,YQCC,Y
71975286,MMQA,Y
71981630,EZXA,Y
71978242,RLOS,Y
71966102,BUXU,Y
71983569,JMAI,Y
71977987,LROI,Y
71978667,BJTI,Y
71976826,WREC,Y
71984161,DNNR,Y
71980519,DNNR,Y
71983902,URXX,Y
71979533,GMDR,Y
71981166,TJIS,Y
71969342,TJIS,Y
71976673,HJIK,Y
71971784,GMDR,Y
71977886,UAFL,Y
71975530,BUXU,Y
71975441,BUXU,Y
71975533,RLOS,Y
71983982,NEPH,Y
71968065,TJIS,Y
71978396,UVJX,Y
71982191,HJIK,Y
71981187,TJIS,Y
71966261,URXX,Y
71983640,UVJX,Y
71982299,UAFL,Y
71974065,HJIK,Y
71981160,HJIK,Y
71976722,YFVO,Y
71972784,LPUO,Y
71982216,LROI,Y
71984072,OBEX,Y
71967975,UVJX,Y
71977544,RTQT,Y
71974069,OPVP,Y
71979530,GMDR,Y
71970012,GMDR,Y
71983426,EZXA,Y
71984750,LROI,Y
71978279,URXX,Y
71981597,LROI,Y
71983779,STVJ,Y
71983792,STVJ,Y
71971927,NBNP,Y
71967303,TJIS,Y
71966027,HJIK,Y
71981871,FLSZ,Y
71984090,MMQA,Y
71969437,FWUK,Y
71979798,UAFL,Y
71965823,FLSZ,Y
71977282,FLSZ,Y
71978219,FLSZ,Y
71978132,SSAL,Y
71980270,YXXG,Y
71974188,YXXG,Y
71975041,NBNP,Y
71984878,FLSZ,Y
71984900,NBNP,Y
71978791,QXWP,Y
71983855,FLSZ,Y
71971263,AENM,Y
71979755,NBNP,Y
71974591,FCFB,Y
71974595,FCFB,Y
71974590,FCFB,Y
71975357,FCFB,Y
71982605,FCFB,Y
71978719,HJIK,Y
71976414,ZRUH,Y
71966876,UAFL,Y
71977762,GMDR,Y
71972820,LPUO,Y
71970703,YFVO,Y
71973101,LROI,Y
71985350,TJIS,Y
71969967,OJKD,Y
71973564,TJIS,Y
71973982,NBNP,Y
71974909,HJIK,Y
71977871,UAFL,Y
71973119,GMDR,Y
71971623,NEPH,Y
71972315,LROI,Y
71976992,OJKD,Y
71983187,AENM,Y
71972400,LROI,Y
71973444,UAFL,Y
71985369,FLSZ,Y
71973492,TJIS,Y
71973438,UAFL,Y
71971886,ZRUH,Y
71983116,BUXU,Y
71973546,QXWP,Y
71966214,HJIK,Y
71985375,VQVH,Y
71980306,HJIK,Y
71982666,TJIS,Y
71973394,GMDR,Y
71966800,LROI,Y
71971395,VQVH,Y
71984019,RTQT,Y
71985939,TJIS,Y
71980216,LROI,Y
71977978,FLSZ,Y
71978463,UAFL,Y
71976084,LROI,Y
71984126,TFTZ,Y
71974785,LROI,Y
71981682,LROI,Y
71980085,TJIS,Y
71968561,NEPH,Y
71980214,QXWP,Y
71976469,GMDR,Y
71948257,NUXY,Y
71972283,BPNK,Y
71969480,UAFL,Y
71983190,BPNK,Y
71981342,TJIS,Y
71976518,RPWL,Y
71968980,YQCC,Y
71967019,SGZW,Y
71972368,FLSZ,Y
71984043,FLSZ,Y
71978646,TFTZ,Y
71975536,KIPZ,Y
71973759,NBNP,Y
71982714,TGIT,Y
71972634,FLSZ,Y
71984492,VOMK,Y
71981697,LROI,Y
71973009,LPUO,Y
71984346,LROI,Y
71974793,LROI,Y
71975868,LROI,Y
71976035,LROI,Y
71984158,ITLI,Y
71973669,URXX,Y
71975176,RLOS,Y
71981937,VXJD,Y
71975204,EZXA,Y
71978330,LROI,Y
71979628,QXWP,Y
71981885,NBNP,Y
71983401,LROI,Y
71966641,LPUO,Y
71981203,OPVP,Y
71972625,BPNK,Y
71973649,URXX,Y
71970596,RLOS,Y
71972206,OBEX,Y
71971201,GMDR,Y
71966578,LROI,Y
71969750,QXWP,Y
71975527,GXAJ,Y
71970040,GMDR,Y
71961785,UVJX,Y
71972311,YFVO,Y
71978869,ZRUH,Y
71971904,OBEX,Y
71981915,GMDR,Y
71971565,WREC,Y
71971793,PVKT,Y
71980368,HJIK,Y
71977213,TJIS,Y
71973828,RLOS,Y
71971918,VXJD,Y
71973619,ZJDO,Y
71983120,NBNP,Y
71985290,GXAJ,Y
71979522,GMDR,Y
71978847,LPUO,Y
71968421,LROI,Y
71972682,BPNK,Y
71966893,GMDR,Y
71970080,RTQT,Y
71971345,GXAJ,Y
71984461,BPNK,Y
71970298,TJIS,Y
71981107,URXX,Y
71972067,GXAJ,Y
71972730,YFVO,Y
71970014,TJIS,Y
71974517,ODSX,Y
71975908,ODSX,Y
71977286,GMDR,Y
71978862,TJIS,Y
71972717,TFTZ,Y
71979741,FLSZ,Y
